,name,rating,reviews,type,hq,old,employees
7317,RENAISSANCE,4.2,36 Reviews,Private,Quezon + 12 more,201-500 employees,
7318,Metenere,3.8,36 Reviews,Public,New Delhi + 5 more,31 years old,1001-5000 employees
7319,Apttus,4.1,36 Reviews,Private,California + 3 more,14 years old,501-1000 employees
7320,JIL Information Technolo...,4.1,36 Reviews,Private,Ghaziabad + 5 more,20 years old,201-500 employees
7321,Piccadily Hotels,3.4,36 Reviews,Private,New Delhi + 3 more,201-500 employees,
7322,Talent Sprint,3.8,36 Reviews,Hyderabad,,,
7323,Stellar Information Tech...,3.8,36 Reviews,Kolkata + 7 more,,,
7324,Adlabs Entertainment,3.9,36 Reviews,Public,Agra + 1 more,,
7325,Almondz Global Securitie...,3.8,36 Reviews,Public,New Delhi + 6 more,26 years old,
7326,Sphinx Worldbiz,3.3,36 Reviews,Private,Noida + 1 more,24 years old,
7327,Swarovski,4.2,36 Reviews,Private,Pune + 11 more,125 years old,10000+ employees
7328,Bundy India,3.7,36 Reviews,Pune + 4 more,51-200 employees,,
7329,Mgm Hospital,3.9,36 Reviews,Private,Navi Mumbai + 3 more,201-500 employees,
7330,Sanmar Group,4.2,36 Reviews,Public,Chennai + 6 more,48 years old,1001-5000 employees
7331,Bansal Classes,3.3,36 Reviews,Jaipur + 14 more,,,
7332,Indosolar,3.8,36 Reviews,Public,Noida + 1 more,12 years old,
7333,Beckman Coulter,3.4,36 Reviews,Private,"Brea,CA,USA + 7 more",85 years old,5001-10000 employees
7334,Robinsons Cargo And Logi...,3.7,36 Reviews,Mumbai + 8 more,66 years old,201-500 employees,
7335,Gates Unitta India Compa...,4.2,36 Reviews,Patna + 5 more,,,
7336,Jindal Stainless Steelwa...,4.0,36 Reviews,Gurugram + 8 more,16 years old,,
7337,Arihant Capital Markets,3.1,36 Reviews,Public,Mumbai + 9 more,28 years old,201-500 employees
7338,"TVS Sreechakra LTD ,Tvs ...",3.8,36 Reviews,Ahmedabad + 9 more,,,
7339,Ameex Technologies,3.5,36 Reviews,Private,Illinois,13 years old,201-500 employees
7340,MES,4.4,36 Reviews,Private,Rockville + 16 more,28 years old,
7341,Energy Technical Service...,3.6,36 Reviews,Mumbai + 5 more,,,
7342,New Era Consultancy,3.3,36 Reviews,New Delhi + 6 more,27 years old,,
7343,N.K. Realtors,3.8,36 Reviews,Private,Kolkata + 1 more,33 years old,
7344,Faze Three,4.1,36 Reviews,Public,Mumbai + 4 more,35 years old,501-1000 employees
7345,The Peerless General Fin...,4.2,36 Reviews,Mumbai + 19 more,,,
7346,Petroserv,3.9,36 Reviews,Doha + 2 more,42 years old,,
7347,Fragomen Immigration Ser...,3.6,36 Reviews,New York + 3 more,69 years old,,
7348,Snap Fitness,4.0,36 Reviews,Private,Minnesota + 5 more,17 years old,201-500 employees
7349,Indian Agricultural Rese...,4.8,36 Reviews,Private,New Delhi + 4 more,115 years old,1001-5000 employees
7350,Varsity Education Manage...,4.2,36 Reviews,Chennai + 4 more,,,
7351,Threads India,3.3,36 Reviews,Kanpur + 4 more,37 years old,,
7352,Anchor Offshore Services,3.5,36 Reviews,Mumbai + 4 more,,,
7353,Manipal Business Solutio...,3.8,36 Reviews,Kolkata + 11 more,,,
7354,L&T MHPS Turbine Generat...,4.0,36 Reviews,Private,Mumbai + 1 more,13 years old,
7355,S N N Builders,4.3,36 Reviews,Private,Bangalore + 1 more,11 years old,
7356,ICAR,4.5,36 Reviews,Private,New Delhi + 11 more,91 years old,1-50 employees
7357,AFour Technologies,2.7,36 Reviews,Private,Pune,13 years old,51-200 employees
7358,Tata Sia Airlines,3.9,36 Reviews,Gurgaon + 6 more,,,
7359,SAAB ENGINEERING,4.2,36 Reviews,Bengaluru,,,
7360,Kothari Medical Centre,3.4,36 Reviews,Private,Delhi + 4 more,,
7361,Karunya University,3.7,36 Reviews,Private,Coimbatore,34 years old,501-1000 employees
7362,Goyal & Co.,4.6,36 Reviews,Private,Mumbai + 7 more,1-50 employees,
7363,Itmantra Techintellect,2.2,36 Reviews,Private,Mumbai + 13 more,1-50 employees,
7364,Moglix,3.4,36 Reviews,Noida + 4 more,5 years old,501-1000 employees,
7365,Strabag,4.2,36 Reviews,Noida + 6 more,,,
7366,Galaxy Group,3.8,36 Reviews,Chennai + 8 more,,,
7367,United Nations,4.7,36 Reviews,Private,New York + 3 more,75 years old,10000+ employees
7368,Printo Document Services,4.0,36 Reviews,Bengaluru + 5 more,15 years old,,
7369,Chandigarh Distillers & ...,4.0,36 Reviews,Chandigarh + 5 more,31 years old,,
7370,Anupam Rasayan India,4.4,36 Reviews,Surat + 3 more,43 years old,,
7371,Dorset Kaba Security Sys...,3.9,36 Reviews,Kolkata + 9 more,,,
7372,Sembcorp Energy India,3.7,36 Reviews,Gurgaon + 1 more,,,
7373,Jayanita Exports,3.1,36 Reviews,Private,Delhi + 2 more,,
7374,Biomerieux,4.1,36 Reviews,Marcy I'Etoile + 8 more,57 years old,,
7375,Groupon Shared Services,3.4,36 Reviews,Private,Bengaluru,5 years old,
7376,Black Cat Engineering An...,4.2,36 Reviews,Doha + 3 more,,,
7377,S K Samanta & Co,3.3,36 Reviews,Bokaro + 2 more,,,
7378,Technoculture Building C...,3.6,36 Reviews,Private,Mumbai + 11 more,25 years old,201-500 employees
7379,Cameo Global,2.9,36 Reviews,Private,Pleasanton,26 years old,501-1000 employees
7380,Aabasoft Technologies,3.7,36 Reviews,Private,Kochi,18 years old,
7381,Drums Food International,4.1,36 Reviews,Private,Mumbai + 7 more,9 years old,51-200 employees
7382,Hnb Engineers,4.1,36 Reviews,Pune + 5 more,,,
7383,Stefanini,4.2,36 Reviews,Private,Jaguariúna + 2 more,33 years old,5001-10000 employees
7384,Piramal Group,4.1,36 Reviews,Private,Mumbai + 11 more,40 years old,501-1000 employees
7385,D Thakkar Construction,4.1,36 Reviews,Navi Mumbai + 2 more,,,
7386,VPS,3.9,36 Reviews,Private,Jaipur + 14 more,1-50 employees,
7387,DOGUS SOMA JV Office,3.5,36 Reviews,Mumbai,,,
7388,Poornima College of Engi...,3.9,36 Reviews,Private,Jaipur,501-1000 employees,
7389,IIT Guwahati,4.3,36 Reviews,Private,Guwahati + 5 more,1001-5000 employees,
7390,Gadgetwood Eservices,3.7,36 Reviews,Delhi + 6 more,7 years old,501-1000 employees,
7391,Talib & Shamsi Construct...,3.5,36 Reviews,Private,Mumbai + 1 more,51-200 employees,
7392,Al Shifa Multispeciality...,4.2,36 Reviews,Private,New Delhi + 5 more,9 years old,201-500 employees
7393,Vana Retreats,4.1,36 Reviews,Private,Dehradun + 1 more,201-500 employees,
7394,Bagrrys India,4.4,36 Reviews,New Delhi + 7 more,,,
7395,Rachna Sagar,4.0,36 Reviews,Private,New Delhi + 7 more,51 years old,
7396,Tanishq Jewellery,4.4,36 Reviews,Chennai + 20 more,,,
7397,Soch Apparels,4.2,36 Reviews,Private,Bangalore + 7 more,5 years old,
7398,Bright Power Projects,4.1,36 Reviews,Private,Roanoke + 11 more,1-50 employees,
7399,Radiant Enterprise,4.2,36 Reviews,Private,Kolkata + 18 more,21 years old,
7400,Narayana Superspeciality...,4.1,36 Reviews,Jamshedpur + 4 more,,,
7401,Encardio Rite Electronic...,3.6,36 Reviews,Private,Lucknow + 3 more,201-500 employees,
7402,B-Able,3.7,36 Reviews,Private,New Delhi + 15 more,51-200 employees,
7403,Mega Cabs,4.0,36 Reviews,Private,New Delhi + 11 more,19 years old,51-200 employees
7404,Menzies Aviation Bobba,4.4,36 Reviews,Private,Bangalore + 1 more,12 years old,5001-10000 employees
7405,Parikh Packaging,4.4,36 Reviews,Private,Ahmedabad + 2 more,501-1000 employees,
7406,Belectric Photovoltaic,4.1,36 Reviews,Kolitzheim + 5 more,19 years old,,
7407,Gleeds Hooloomann Consul...,3.8,36 Reviews,Private,London + 5 more,1001-5000 employees,
7408,Shiv Nadar School,4.2,36 Reviews,New Delhi + 3 more,,,
7409,Cegelec,4.2,36 Reviews,Abu Dhabi + 3 more,,,
7410,Epicu Agro Products,4.2,36 Reviews,Private,Delhi + 8 more,,
7411,Board of Apprenticeship ...,4.5,36 Reviews,Kolkata + 17 more,,,
7412,Indian Institute of Scie...,4.2,36 Reviews,Private,Delhi + 11 more,1-50 employees,
7413,RIVER SIDE UTILITIES,3.1,36 Reviews,Bhubaneswar,,,
7414,Kumon India Education,3.5,36 Reviews,Private,Osaka + 8 more,62 years old,1-50 employees
7415,Sembcorp  Gayathri Power...,4.3,36 Reviews,Nellore + 1 more,,,
7416,Pure & Cure Healthcare,4.3,36 Reviews,Gwalior + 1 more,,,
7417,Haicheng Vivo Mobile,3.4,36 Reviews,New Delhi + 2 more,,,
7418,Wanfeng Aluminum Wheel,4.3,36 Reviews,New Delhi + 2 more,,,
7419,Saahaj Milk Producer Com...,4.5,36 Reviews,Jaipur + 5 more,,,
7420,U N Mehta Institute of C...,4.0,36 Reviews,Ahmedabad,,,
7421,Cytecare Cancer Hospital,3.7,36 Reviews,Private,Bangalore,6 years old,201-500 employees
7422,Max Smart Super Specialt...,4.3,36 Reviews,Mohali + 2 more,,,
7423,Capital Aim,2.2,36 Reviews,Indore,,,
7424,Department of Health,4.0,36 Reviews,Private,Dubai + 9 more,10000+ employees,
7425,Flipkart Logistics,4.2,36 Reviews,Private,Bangalore + 12 more,9 years old,
7426,Surya Informatics,4.7,36 Reviews,Private,Delhi,,
7427,Northcorp Software,4.1,36 Reviews,Private,New Delhi + 5 more,1-50 employees,
7428,Kasmo Cloud Solutions,4.1,36 Reviews,Private,New York,1-50 employees,
7429,cFIRST,4.1,36 Reviews,Private,Cincinnati + 2 more,14 years old,51-200 employees
7430,Hoppoo Lifestyle India,3.5,36 Reviews,Bengaluru + 5 more,,,
7431,Automobile Association,4.2,36 Reviews,Private,Hyderabad + 20 more,115 years old,1001-5000 employees
7432,R. J. S. ENTERPRISES,3.8,36 Reviews,Thane + 5 more,,,
7433,CGI Communications,4.2,35 Reviews,New York + 2 more,,,
7434,Tesco HSC,3.9,35 Reviews,Mumbai,,,
7435,Tata Docomo,4.2,35 Reviews,Chennai + 16 more,,,
7436,Spanco Bpo,3.9,35 Reviews,Mumbai + 6 more,,,
7437,Reliance Media Works,4.4,35 Reviews,Private,Mumbai + 14 more,45 years old,1-50 employees
7438,Cybernet Slash Support,3.7,35 Reviews,Milpitas + 2 more,24 years old,,
7439,Hfcl Infotel,4.3,35 Reviews,Public,Gurgaon + 16 more,,
7440,SecureNow Insurance Brok...,3.2,36 Reviews,Delhi + 4 more,9 years old,51-200 employees,
7441,Edgetech Air Systems Pvt...,3.4,36 Reviews,New Delhi + 5 more,15 years old,,
7442,Talib & Shamsi Construct...,3.5,36 Reviews,Private,Mumbai + 1 more,51-200 employees,
7443,Al Shifa Multispeciality...,4.2,36 Reviews,Private,New Delhi + 5 more,9 years old,201-500 employees
7444,Vana Retreats,4.1,36 Reviews,Private,Dehradun + 1 more,201-500 employees,
7445,Kamuna Credit Co-Operati...,3.5,36 Reviews,Private,Lucknow + 9 more,13 years old,1-50 employees
7446,Bagrrys India,4.4,36 Reviews,New Delhi + 7 more,,,
7447,Rachna Sagar,4.0,36 Reviews,Private,New Delhi + 7 more,25 years old,501-1000 employees
7448,Recon Oil Industries,3.7,36 Reviews,Private,Mumbai + 7 more,30 years old,201-500 employees
7449,Tanishq Jewellery,4.4,36 Reviews,Chennai + 20 more,,,
7450,Ms Agarwal Foundries,3.6,36 Reviews,Jharsuguda + 1 more,,,
7451,Kangaroo Kids Education,4.0,36 Reviews,Public,Mumbai + 10 more,27 years old,201-500 employees
7452,Soch Apparels,4.2,36 Reviews,Private,Bangalore + 7 more,5 years old,
7453,Bright Power Projects,4.1,36 Reviews,Private,Roanoke + 11 more,1-50 employees,
7454,Radiant Enterprise,4.2,36 Reviews,Private,Kolkata + 17 more,21 years old,
7455,Narayana Superspeciality...,4.1,36 Reviews,Jamshedpur + 4 more,,,
7456,Encardio Rite Electronic...,3.6,36 Reviews,Private,Lucknow + 3 more,201-500 employees,
7457,B-Able,3.7,36 Reviews,Private,New Delhi + 15 more,51-200 employees,
7458,Mega Cabs,4.0,36 Reviews,Private,New Delhi + 11 more,19 years old,51-200 employees
7459,China State Construction...,4.1,36 Reviews,Private,Beijing + 7 more,38 years old,10000+ employees
7460,Menzies Aviation Bobba,4.4,36 Reviews,Private,Bangalore,12 years old,5001-10000 employees
7461,Parikh Packaging,4.4,36 Reviews,Private,Ahmedabad + 2 more,501-1000 employees,
7462,Belectric Photovoltaic,4.1,36 Reviews,Kolitzheim + 4 more,19 years old,,
7463,Gleeds Hooloomann Consul...,3.8,36 Reviews,Private,London + 5 more,1001-5000 employees,
7464,Shiv Nadar School,4.2,36 Reviews,New Delhi + 3 more,,,
7465,Cegelec,4.2,36 Reviews,Abu Dhabi + 3 more,,,
7466,Epicu Agro Products,4.2,36 Reviews,Private,Delhi + 8 more,,
7467,Dmi Housing Finance,3.7,36 Reviews,Private,New Delhi + 19 more,12 years old,201-500 employees
7468,Indian Institute of Scie...,4.2,36 Reviews,Private,Delhi + 11 more,1-50 employees,
7469,RIVER SIDE UTILITIES,3.1,36 Reviews,Bhubaneswar,,,
7470,Novelerp,3.6,36 Reviews,Private,Mumbai,11 years old,51-200 employees
7471,Sembcorp  Gayathri Power...,4.3,36 Reviews,Nellore + 1 more,,,
7472,Pure & Cure Healthcare,4.3,36 Reviews,Gwalior + 1 more,,,
7473,New Opportunity Consulta...,4.5,36 Reviews,Private,Navi Mumbai + 8 more,5 years old,1001-5000 employees
7474,Apollo Diagnostics,4.3,36 Reviews,Chennai + 10 more,,,
7475,Saahaj Milk Producer Com...,4.5,36 Reviews,Jaipur + 5 more,,,
7476,U N Mehta Institute of C...,4.0,36 Reviews,Ahmedabad,38 years old,51-200 employees,
7477,Foundation To Educate Gi...,4.1,36 Reviews,Mumbai + 3 more,,,
7478,Max Smart Super Specialt...,4.3,36 Reviews,Mohali + 2 more,,,
7479,Capital Aim,2.2,36 Reviews,Indore,9 years old,201-500 employees,
7480,HUDL,3.1,36 Reviews,Private,Lincoln + 1 more,14 years old,201-500 employees
7481,Department of Health,4.0,36 Reviews,Private,Dubai + 9 more,10000+ employees,
7482,S10 Healthcare Solutions,3.5,36 Reviews,Private,Chennai,8 years old,
7483,Kasmo Cloud Solutions,4.1,36 Reviews,Private,New York,4 years old,201-500 employees
7484,Hoppoo Lifestyle India,3.5,36 Reviews,Mumbai + 4 more,,,
7485,Automobile Association,4.2,36 Reviews,Private,Hyderabad + 20 more,115 years old,1001-5000 employees
7486,R. J. S. ENTERPRISES,3.8,36 Reviews,Thane + 5 more,,,
7487,Shimizu Corporation Indi...,4.4,36 Reviews,Delhi NCR + 3 more,,,
7488,Spanco Bpo,3.9,35 Reviews,Mumbai + 6 more,,,
7489,Reliance Media Works,4.4,35 Reviews,Private,Mumbai + 14 more,45 years old,1-50 employees
7490,Times Business Solutions,3.3,35 Reviews,Private,Gurugram + 5 more,16 years old,201-500 employees
7491,eBay,4.4,35 Reviews,Private,"San Jose,California,United States + 9 more",25 years old,10000+ employees
7492,Nitor Infotech,2.8,35 Reviews,Private,Pune,14 years old,1-50 employees
7493,SRIT,4.3,35 Reviews,Private,Bangalore + 9 more,21 years old,
7494,IIT Kanpur,4.4,35 Reviews,Private,Kanpur + 2 more,61 years old,10000+ employees
7495,Harjai Computers,3.2,35 Reviews,Private,Mumbai + 3 more,25 years old,1-50 employees
7496,S R Enterprises,4.2,35 Reviews,Private,Harrisburg + 14 more,1-50 employees,
7497,PL Engineering,4.2,35 Reviews,Private,Gurugram + 5 more,32 years old,1-50 employees
7498,HDFC Realty,3.9,35 Reviews,Private,Mumbai + 9 more,201-500 employees,
7499,Idexcel Technologies,3.4,35 Reviews,Herndon + 1 more,,,
7500,The 3C Company,3.9,35 Reviews,Private,New Delhi + 2 more,1001-5000 employees,
7501,Wonderchef Home Applianc...,3.8,35 Reviews,Mumbai + 10 more,11 years old,,
7502,ClearTax,3.8,35 Reviews,Bangalore,10 years old,501-1000 employees,
7503,Ansaldo STS,3.7,35 Reviews,Genoa + 4 more,167 years old,,
7504,Raymond Uco Denim,4.6,35 Reviews,Private,Mumbai + 1 more,,
7505,Integrated Personnel Ser...,3.7,35 Reviews,Mumbai + 11 more,16 years old,,
7506,Propel Industries,3.7,35 Reviews,Hyderabad + 2 more,,,
7507,Sundaram BNP Paribas Fun...,4.2,35 Reviews,Ahmedabad + 5 more,,,
7508,Splash Fashions,4.0,35 Reviews,Chandigarh + 9 more,,,
7509,Bitla Software,4.0,35 Reviews,Private,Bangalore + 5 more,13 years old,201-500 employees
7510,LandCraft Developers,3.6,35 Reviews,Private,Ghaziabad,14 years old,51-200 employees
7511,Novopay Solutions,4.2,35 Reviews,Bangalore + 8 more,6 years old,,
7512,Arrow,4.3,35 Reviews,Private,Downers Grove + 16 more,73 years old,201-500 employees
7513,Vastu Housing Finance,3.9,35 Reviews,Private,Mumbai + 13 more,15 years old,201-500 employees
7514,Urjanet Energy Solutions,3.7,35 Reviews,Private,Atlanta,9 years old,1-50 employees
7515,Innoviti Payment Solutio...,3.3,35 Reviews,Kolkata + 9 more,,,
7516,Rucha Group Of Industrie...,3.9,35 Reviews,Aurangabad + 3 more,33 years old,,
7517,20Cube Logistics,3.7,35 Reviews,Hyderabad + 10 more,,,
7518,Dnata International,3.7,35 Reviews,Private,Dubai + 4 more,9 years old,
7519,Rotary Engineering,4.2,35 Reviews,Singapore + 2 more,48 years old,,
7520,Aurus,2.9,35 Reviews,Private,"Boston,MA + 1 more",1-50 employees,
7521,International Flavors & ...,3.6,35 Reviews,Private,New York + 5 more,187 years old,5001-10000 employees
7522,MSSL,4.4,35 Reviews,India + 7 more,,,
7523,Sutlej Textiles and Indu...,3.6,35 Reviews,Public,Mumbai + 4 more,10000+ employees,
7524,Surya Hospital,3.8,35 Reviews,Private,Pune + 9 more,201-500 employees,
7525,Velammal Educational Tru...,3.6,35 Reviews,Mumbai + 2 more,,,
7526,Loylty Rewardz Mngt,3.7,35 Reviews,Private,Mumbai + 4 more,14 years old,201-500 employees
7527,Bharat Insecticides,3.9,35 Reviews,Private,Delhi + 12 more,,
7528,Yash Pharma Laboratories,3.5,35 Reviews,Kolkata + 12 more,,,
7529,Freyr Software Services,3.6,35 Reviews,Hyderabad,,,
7530,Optimize IT Systems,3.7,35 Reviews,Private,Mumbai,10 years old,51-200 employees
7531,Reynolds,4.1,35 Reviews,Hyderabad + 10 more,,,
7532,Associated Power Structu...,4.4,35 Reviews,Vadodara + 5 more,24 years old,,
7533,Mantra Softech,4.1,35 Reviews,Ahmedabad + 8 more,14 years old,,
7534,Jindal Pipes,4.0,35 Reviews,Gurugram + 6 more,50 years old,,
7535,Hq Lamps Manufacturing,3.5,35 Reviews,Hyderabad + 4 more,,,
7536,Mayo Hospital,4.0,35 Reviews,Private,Lahore + 4 more,201-500 employees,
7537,HSCC India,3.5,35 Reviews,Private,"New Delhi,India + 7 more",51-200 employees,
7538,Rajoo Engineers,4.3,35 Reviews,Public,Rajkot + 1 more,24 years old,201-500 employees
7539,A.p.s.r.t.c,4.2,35 Reviews,Guntur + 8 more,,,
7540,Maple Digital Technology,3.5,35 Reviews,Private,Mumbai + 3 more,10 years old,1-50 employees
7541,TMF Group,2.6,35 Reviews,Private,Amsterdam + 4 more,32 years old,1001-5000 employees
7542,Tech Mahindra Foundation,3.8,35 Reviews,Pune + 10 more,,,
7543,Vasu Healthcare,4.4,35 Reviews,Private,Vadodara + 5 more,40 years old,
7544,Kutch Chemical Industrie...,3.9,35 Reviews,Private,Ahmedabad,,
7545,NAV Backoffice,3.7,35 Reviews,Private,Jaipur,29 years old,201-500 employees
7546,Leeford Healthcare,4.1,35 Reviews,Ahmedabad + 9 more,,,
7547,Alp Nishikawa,4.1,35 Reviews,Private,New Delhi + 4 more,37 years old,
7548,La opala rg,4.2,35 Reviews,Public,Kolkata + 2 more,33 years old,201-500 employees
7549,Ewac Alloys,3.8,35 Reviews,Private,Mumbai + 11 more,,
7550,Sanghvi Movers,4.1,35 Reviews,Public,Pune + 4 more,31 years old,
7551,Bedmutha Industries,3.9,35 Reviews,Public,Nashik + 3 more,,
7552,Rajasthan Antibiotics,2.7,35 Reviews,Mumbai + 3 more,,,
7553,Booker India,3.8,35 Reviews,Private,Mumbai + 4 more,501-1000 employees,
7554,Fare Labs,2.9,35 Reviews,Gurugram + 1 more,21 years old,,
7555,Xcel Serv Solutions,2.5,35 Reviews,Private,Las Vegas + 1 more,9 years old,51-200 employees
7556,Almoayyed International ...,4.3,35 Reviews,Private,Manama + 2 more,,
7557,Suminter India Organics,3.8,35 Reviews,Private,Mumbai + 5 more,17 years old,51-200 employees
7558,Fortis Malar Hospital,4.1,35 Reviews,Public,Adyar,,
7559,Qatar Steel,4.4,35 Reviews,Private,Doha + 4 more,1001-5000 employees,
7560,Raymond Uco Denim,4.6,35 Reviews,Private,Mumbai + 1 more,,
7561,IANT,3.7,35 Reviews,Private,New Delhi + 14 more,1-50 employees,
7562,Propel Industries,3.7,35 Reviews,Hyderabad + 2 more,,,
7563,Sundaram BNP Paribas Fun...,4.2,35 Reviews,Ahmedabad + 5 more,,,
7564,Splash Fashions,4.0,35 Reviews,Chandigarh + 9 more,,,
7565,LandCraft Developers,3.6,35 Reviews,Private,Ghaziabad,14 years old,51-200 employees
7566,Saveetha University,4.1,35 Reviews,Delhi NCR,,,
7567,Arrow,4.3,35 Reviews,Private,Downers Grove + 16 more,73 years old,201-500 employees
7568,Urjanet Energy Solutions,3.7,35 Reviews,Private,Atlanta,10 years old,201-500 employees
7569,Schiller Healthcare Indi...,3.8,35 Reviews,Private,Mumbai + 14 more,23 years old,201-500 employees
7570,Rucha Group Of Industrie...,3.9,35 Reviews,Aurangabad + 3 more,33 years old,,
7571,20Cube Logistics,3.7,35 Reviews,Hyderabad + 10 more,,,
7572,Dnata International,3.7,35 Reviews,Private,Dubai + 4 more,61 years old,10000+ employees
7573,Samruddhi Industries,3.9,35 Reviews,Ahmedabad + 6 more,15 years old,,
7574,Sharayu Toyota,3.5,35 Reviews,Private,Nagpur + 3 more,1001-5000 employees,
7575,Infodrive,3.5,35 Reviews,Private,New Delhi + 1 more,24 years old,201-500 employees
